	ID_GeneontologyIDs_	Gene ontology IDs
2152	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0045892; GO:0046872	2152
2153	GO:0005634; GO:0005654; GO:0005886; GO:0005923; GO:0030054; GO:0035633; GO:0045216; GO:0050839; GO:0090557; GO:0098609; GO:0150105; GO:1905605	2153
2154	GO:0005829; GO:0005886; GO:0007286; GO:0015248; GO:0015485; GO:0016020; GO:0032934; GO:0043231; GO:0097038; GO:0097440	2154
2155	GO:0004930; GO:0004984; GO:0005886; GO:0007165; GO:0016021	2155
2156	GO:0004930; GO:0004984; GO:0005654; GO:0005730; GO:0005886; GO:0016021	2156
2157	GO:0005201; GO:0005576; GO:0030199; GO:0031012	2157
2158	GO:0000781; GO:0000785; GO:0000808; GO:0003688; GO:0005654; GO:0005656; GO:0005664; GO:0006260; GO:0006267; GO:0006270; GO:0006275; GO:0016604; GO:0031261; GO:0061351	2158
2159	GO:0003723; GO:0005049; GO:0005634; GO:0005643; GO:0005654; GO:0005829; GO:0006611; GO:0031965; GO:0046872; GO:0051028	2159
2160	GO:0001520; GO:0005634; GO:0007283; GO:0019904; GO:0030154	2160
2161	GO:0004721; GO:0004725; GO:0005829; GO:0005886; GO:0005887; GO:0006470; GO:0008201; GO:0010977; GO:0021510; GO:0021549; GO:0021766; GO:0021987; GO:0022038; GO:0030285; GO:0030424; GO:0030426; GO:0030517; GO:0032687; GO:0032688; GO:0034164; GO:0035335; GO:0035374; GO:0043204; GO:0043395; GO:0048671; GO:0048681; GO:0050804; GO:0061000; GO:0070062; GO:0090557; GO:0098685; GO:0098978; GO:0099056; GO:0099061; GO:0099151; GO:0099560	2161
2162	GO:0032991; GO:0043248; GO:0044877; GO:0051131; GO:0060090	2162
2163	GO:0000502; GO:0005198; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0006511; GO:0007127; GO:0008541; GO:0016020; GO:0022624; GO:0034774; GO:0043248; GO:1904813	2163
2164	GO:0005576; GO:0005886; GO:0031225; GO:0033130; GO:0070062; GO:0070373; GO:0099601	2164
2165	GO:0003735; GO:0005840; GO:0006412; GO:0046872	2165
2166	GO:0000027; GO:0002181; GO:0003677; GO:0003723; GO:0003735; GO:0005634; GO:0005791; GO:0005829; GO:0005925; GO:0006355; GO:0006412; GO:0014069; GO:0016020; GO:0022625; GO:0022626; GO:0036464; GO:0042788; GO:0045296	2166
2167	GO:0005337; GO:0005345; GO:0005415; GO:0005829; GO:0005886; GO:0005887; GO:0006139; GO:0015212; GO:0015213; GO:0015293; GO:0015389; GO:0015855; GO:0015858; GO:0015861; GO:0015862; GO:0016020; GO:0016607; GO:0031526; GO:0045117; GO:0072531; GO:1901474; GO:1901642; GO:1904823	2167
2168	GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0014069; GO:0035770; GO:0043005; GO:0051028; GO:0051033; GO:0071013; GO:1990124; GO:1990904	2168
2169	GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006397; GO:0006954; GO:0019901; GO:0032496; GO:0035925; GO:0070935	2169
2170	GO:0001657; GO:0001933; GO:0002042; GO:0002689; GO:0003180; GO:0003184; GO:0005095; GO:0005509; GO:0005576; GO:0005615; GO:0005737; GO:0007411; GO:0008045; GO:0008201; GO:0009986; GO:0010593; GO:0010596; GO:0014912; GO:0016020; GO:0021836; GO:0021972; GO:0030308; GO:0030336; GO:0030837; GO:0031290; GO:0032870; GO:0035385; GO:0042802; GO:0042803; GO:0043065; GO:0043116; GO:0043237; GO:0043394; GO:0048495; GO:0048754; GO:0048846; GO:0050772; GO:0050919; GO:0050929; GO:0051058; GO:0051414; GO:0060412; GO:0061364; GO:0070062; GO:0070100; GO:0071504; GO:0071672; GO:0071676; GO:0090024; GO:0090027; GO:0090260; GO:0090288	2170
2171	GO:0005829; GO:0007283; GO:0030154; GO:0036064	2171
2172	GO:0001725; GO:0005829; GO:0005856; GO:0005862; GO:0005884; GO:0006936; GO:0007015; GO:0015629; GO:0051015; GO:0070062	2172
2173	GO:0005742; GO:0016031; GO:0030150; GO:0030943; GO:0031307	2173
2174	GO:0001975; GO:0003723; GO:0005654; GO:0005737; GO:0006400; GO:0008175; GO:0016428; GO:0030488; GO:0036416	2174
2175	GO:0005737; GO:0005769; GO:0005886; GO:0007032; GO:0008285; GO:0016020; GO:0016021; GO:0031267; GO:0032006; GO:0032007	2175
2176	GO:0005654; GO:0005764; GO:0005765; GO:0005768; GO:0005770; GO:0016021; GO:0042803; GO:0048471	2176
2177	GO:0002755; GO:0005080; GO:0005546; GO:0005737; GO:0005829; GO:0005886; GO:0006954; GO:0007166; GO:0007250; GO:0030099; GO:0030139; GO:0030674; GO:0030890; GO:0031334; GO:0032496; GO:0032587; GO:0032648; GO:0032735; GO:0032738; GO:0032755; GO:0032757; GO:0032760; GO:0034137; GO:0034141; GO:0034145; GO:0035662; GO:0035663; GO:0035665; GO:0042802; GO:0043123; GO:0045087; GO:0045088; GO:0046330; GO:0050830; GO:0051092; GO:0070374; GO:0070935; GO:0071221; GO:0071223; GO:0090023; GO:2000340; GO:2000343	2177
2178	GO:0001578; GO:0001764; GO:0005856; GO:0007409; GO:0008270; GO:0030517; GO:0043194; GO:0044304; GO:0048490; GO:0099612; GO:1901953; GO:1903827; GO:1904115; GO:1990769	2178
2179	GO:0003713; GO:0005829; GO:0008270; GO:0010508; GO:0016567; GO:0016605; GO:0016740; GO:0019827; GO:0032897; GO:0042802; GO:0042803; GO:0043123; GO:0045087; GO:0046597; GO:0051091; GO:0051092; GO:1900182; GO:1902187	2179
2180	GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0016567; GO:0016607; GO:0042802; GO:0046872; GO:0061630	2180
2181	GO:0000215; GO:0003950; GO:0006388; GO:0008033; GO:0045859	2181
2182	GO:0000122; GO:0000813; GO:0001558; GO:0003677; GO:0003714; GO:0005730; GO:0005737; GO:0005768; GO:0005769; GO:0005770; GO:0005771; GO:0005815; GO:0005829; GO:0005886; GO:0006513; GO:0006858; GO:0007049; GO:0007175; GO:0008285; GO:0008333; GO:0010008; GO:0015031; GO:0016236; GO:0030216; GO:0030374; GO:0031625; GO:0031901; GO:0031902; GO:0036258; GO:0039702; GO:0042059; GO:0042803; GO:0043130; GO:0043162; GO:0043405; GO:0044877; GO:0046755; GO:0046790; GO:0048306; GO:0051301; GO:0051726; GO:0070062; GO:0090543; GO:0097352; GO:1902188; GO:1903543; GO:1903551; GO:1903774; GO:1990182; GO:2000397	2182
2183	GO:0005769; GO:0005829; GO:0042803; GO:0062069	2183
2184	GO:0000502; GO:0005634; GO:0005737; GO:0005829; GO:0015036	2184
2185	GO:0000030; GO:0004169; GO:0005783; GO:0007605; GO:0016021; GO:0030968; GO:0032470; GO:0035269; GO:0051117; GO:1905584	2185
2186	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301	2186
2187	GO:0003341; GO:0005737; GO:0005856; GO:0036126; GO:0044782	2187
2188	GO:0004843; GO:0005829; GO:0006511; GO:0007032; GO:0007265; GO:0014069; GO:0016579; GO:0019783; GO:0019897; GO:0030496; GO:0031313; GO:0032731; GO:0032741; GO:0035063; GO:0043197; GO:0070536; GO:0071108; GO:1900227; GO:2001056	2188
2189	GO:0005829; GO:0015078; GO:0016020; GO:0016469; GO:0016471; GO:0016887; GO:0033180; GO:0042625; GO:0046961; GO:0070062; GO:1902600	2189
2190	GO:0001921; GO:0005484; GO:0005769; GO:0005829; GO:0005886; GO:0006887; GO:0006904; GO:0006906; GO:0009986; GO:0016021; GO:0016192; GO:0016324; GO:0017075; GO:0017156; GO:0019905; GO:0030133; GO:0030136; GO:0030141; GO:0030285; GO:0030669; GO:0030670; GO:0031201; GO:0032588; GO:0034446; GO:0035493; GO:0042147; GO:0043001; GO:0043005; GO:0043231; GO:0048471; GO:0055037; GO:0055038; GO:0061025; GO:0065003; GO:0071346; GO:1903531	2190
2191	GO:0008270; GO:0016491	2191
2192	GO:0001223; GO:0005634; GO:0030178; GO:0030308; GO:0035331; GO:0045892; GO:0060044; GO:1903364	2192
2193	GO:0000086; GO:0001750; GO:0001917; GO:0002142; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005902; GO:0005903; GO:0007605; GO:0030046; GO:0030507; GO:0032420; GO:0032426; GO:0032532; GO:0034622; GO:0042472; GO:0042491; GO:0045177; GO:0045202; GO:0045494; GO:0046549; GO:0050953; GO:0050957; GO:0051015; GO:0051017; GO:0060122; GO:1904106; GO:1904970	2193
2194	GO:0000977; GO:0000981; GO:0001228; GO:0001525; GO:0001885; GO:0005634; GO:0005654; GO:0006357; GO:0006968; GO:0045603; GO:0045944; GO:0046872	2194
2195	GO:0005730; GO:0016235; GO:0030496; GO:0042254	2195
2196	GO:0000221; GO:0005765; GO:0005829; GO:0005886; GO:0006879; GO:0016241; GO:0016324; GO:0016471; GO:0036295; GO:0046961; GO:0051117; GO:0070062	2196
2197	GO:0000785; GO:0000976; GO:0000981; GO:0003677; GO:0005634; GO:0005654; GO:0005739; GO:0006357; GO:0009615; GO:0042802; GO:0045814; GO:0045892; GO:0051090	2197
2198	GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001227; GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0010172; GO:0010629; GO:0043565; GO:0045892; GO:0045893; GO:0046872; GO:0048863; GO:1990837	2198
2199	GO:0000813; GO:0005737; GO:0005768; GO:0005886; GO:0006612; GO:0006623; GO:0010008; GO:0016236; GO:0030496; GO:0031902; GO:0036258; GO:0039702; GO:0043162; GO:0043231; GO:0048306; GO:0070062; GO:1902188; GO:1903774	2199
2200	GO:0005813; GO:0005929; GO:0005930; GO:0009636; GO:0010629; GO:0030991; GO:0032496; GO:0035721; GO:0036064; GO:0042073; GO:0043065; GO:0043280; GO:0045019; GO:0045907; GO:0060271; GO:0061512; GO:0071333; GO:0071356; GO:0090200; GO:0097421; GO:0097542; GO:1905705; GO:1990830	2200
2201	GO:0000122; GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006464; GO:0006858; GO:0008134; GO:0010629; GO:0016020; GO:0016567; GO:0032410; GO:0034765; GO:0042391; GO:0043161; GO:0043433; GO:0045732; GO:0045746; GO:0045892; GO:0046718; GO:0051224; GO:0051865; GO:0061629; GO:0061630; GO:0070062; GO:0070534; GO:1901016	2201
2202	GO:0005794; GO:0005829; GO:0010008; GO:0048471	2202
2203	GO:0000978; GO:0001227; GO:0005654; GO:0006357; GO:0046872	2203
2204	GO:0000978; GO:0000981; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0006357; GO:0015630; GO:0042803; GO:0045892; GO:0046872; GO:0046982	2204
2205	GO:0000978; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0045892; GO:0046872	2205
2206	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001938; GO:0002690; GO:0005634; GO:0005654; GO:0006357; GO:0006935; GO:0006954; GO:0010595; GO:0010628; GO:0032757; GO:0046872; GO:0070301; GO:1990837	2206
2207	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005667; GO:0006357; GO:1990837	2207
2208	GO:0000836; GO:0002020; GO:0005783; GO:0005788; GO:0005789; GO:0006511; GO:0006605; GO:0006621; GO:0016567; GO:0030246; GO:0030433; GO:0030970; GO:0034976; GO:1904153	2208
2209	GO:0002526; GO:0003677; GO:0003682; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0006473; GO:0008285; GO:0008584; GO:0009636; GO:0010506; GO:0010507; GO:0010667; GO:0010698; GO:0031401; GO:0032993; GO:0035914; GO:0042771; GO:0043066; GO:0043433; GO:0043525; GO:0045171; GO:0045786; GO:0045787; GO:0045820; GO:0048147; GO:0048471; GO:0050680; GO:0062099; GO:0065003; GO:0150078; GO:1901800; GO:1902902; GO:1903862; GO:1904036; GO:1904691; GO:1905897; GO:2000194; GO:2001244	2209
2210	GO:0004930; GO:0004985; GO:0005654; GO:0005829; GO:0005886; GO:0005887; GO:0006955; GO:0007193; GO:0007200; GO:0007218; GO:0007268; GO:0007600; GO:0007626; GO:0009314; GO:0016021; GO:0019233; GO:0030285; GO:0030425; GO:0031635; GO:0032868; GO:0033603; GO:0033612; GO:0033685; GO:0038003; GO:0038048; GO:0040017; GO:0042277; GO:0042711; GO:0042755; GO:0042923; GO:0043005; GO:0043204; GO:0043278; GO:0043627; GO:0043679; GO:0044849; GO:0045471; GO:0046877; GO:0048148; GO:0050951; GO:0051607; GO:0051930; GO:0071222; GO:0071333; GO:0099055; GO:0099056; GO:1900745; GO:1901381; GO:1903937; GO:1904000; GO:1990708	2210
2211	GO:0005783; GO:0005789; GO:0005886; GO:0006486; GO:0006487; GO:0008047; GO:0008250; GO:0016020; GO:0016021; GO:0018279; GO:0031647; GO:0034097; GO:0035577; GO:0042110; GO:0043231	2211
2212	GO:0000785; GO:0000978; GO:0000981; GO:0003677; GO:0005654; GO:0006357; GO:0009887; GO:0030154; GO:0031016; GO:0048856; GO:1990837	2212
2213	GO:0001614; GO:0001666; GO:0002931; GO:0003029; GO:0004931; GO:0005524; GO:0005639; GO:0005886; GO:0005887; GO:0007274; GO:0007528; GO:0007605; GO:0009743; GO:0010524; GO:0014832; GO:0015276; GO:0016324; GO:0030432; GO:0033198; GO:0042802; GO:0043025; GO:0043235; GO:0048266; GO:0048741; GO:0050850; GO:0050909; GO:0098794	2213
2214	GO:0003950; GO:0005635; GO:0005783; GO:0005789; GO:0005829; GO:0006471; GO:0016020; GO:0016021; GO:0019082; GO:0019900; GO:0030968; GO:0034356; GO:0036498; GO:0043539; GO:0060548; GO:0070213; GO:0071782; GO:0071902; GO:0140289; GO:1990404; GO:1990830	2214
2215	GO:0000045; GO:0000407; GO:0004672; GO:0005524; GO:0005737; GO:0005768; GO:0005770; GO:0005777; GO:0005829; GO:0005930; GO:0006497; GO:0006897; GO:0006914; GO:0007032; GO:0007049; GO:0016020; GO:0016236; GO:0016301; GO:0016303; GO:0016485; GO:0030242; GO:0030496; GO:0030670; GO:0032465; GO:0034271; GO:0034272; GO:0034497; GO:0035032; GO:0036092; GO:0042149; GO:0043201; GO:0044754; GO:0045022; GO:0046854; GO:0048015; GO:0050708; GO:0051301; GO:0052742	2215
2216	GO:0000278; GO:0000922; GO:0002357; GO:0004672; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005813; GO:0006974; GO:0010976; GO:0030154; GO:0032465; GO:0042981; GO:0044819; GO:0051301; GO:0071363; GO:0090166; GO:2000045	2216
2217	GO:0001965; GO:0004435; GO:0005085; GO:0005509; GO:0005634; GO:0005783; GO:0005789; GO:0005829; GO:0005886; GO:0007264; GO:0007340; GO:0016042; GO:0046488; GO:0048015	2217
2218	GO:0000278; GO:0000922; GO:0001741; GO:0004674; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0006468; GO:0007099; GO:0032154; GO:0032465; GO:0042802; GO:0046601; GO:0060271; GO:0060707; GO:0098535; GO:0098536; GO:0106310; GO:0106311	2218
2219	GO:0004930; GO:0004983; GO:0005886; GO:0005887; GO:0007186	2219
2220	GO:0000398; GO:0000974; GO:0001650; GO:0005634; GO:0005654; GO:0016607; GO:0031965; GO:0034504; GO:0071007; GO:0071013; GO:0080008; GO:1900087	2220
2221	GO:0005634; GO:0007165; GO:0008081; GO:0016042	2221
2222	GO:0005887; GO:0006644; GO:0007165; GO:0008195; GO:0042577; GO:0046839	2222
2223	GO:0004864; GO:0010923; GO:0019902	2223
2224	GO:0000122; GO:0000151; GO:0000278; GO:0000791; GO:0001702; GO:0001739; GO:0003682; GO:0005634; GO:0005654; GO:0007281; GO:0008270; GO:0009948; GO:0010467; GO:0016604; GO:0031519; GO:0035102; GO:0035518; GO:0036353; GO:0043433; GO:0061630; GO:0071339; GO:0071535	2224
2225	GO:0000502; GO:0000932; GO:0003723; GO:0004175; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005839; GO:0005844; GO:0010499; GO:0016363; GO:0019773; GO:0030016; GO:0030017; GO:0035639; GO:0043161; GO:0050727; GO:0051059; GO:0051092; GO:0051603; GO:0070062	2225
2226	GO:0006468; GO:0006470; GO:0007165; GO:0019888; GO:0030289	2226
2227	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005829; GO:0005925; GO:0006412; GO:0014069; GO:0016020; GO:0022625; GO:0022626; GO:0031640; GO:0042788; GO:0050829; GO:0061844; GO:0070062	2227
2228	GO:0002182; GO:0003735; GO:0005829; GO:0005925; GO:0006412; GO:0016020; GO:0022625; GO:0070062	2228
2229	GO:0002376; GO:0005654; GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0006897; GO:0006909; GO:0006914; GO:0010507; GO:0043231; GO:0043553; GO:0045806; GO:0071985; GO:1901097; GO:1901981	2229
2230	GO:0005737; GO:0007291; GO:0016021; GO:0030317	2230
2231	GO:0004817; GO:0005524; GO:0005737; GO:0005759; GO:0006423; GO:0046872	2231
2232	GO:0000165; GO:0000288; GO:0000932; GO:0001570; GO:0003342; GO:0003677; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0006397; GO:0006915; GO:0007507; GO:0008283; GO:0009611; GO:0010468; GO:0010837; GO:0014065; GO:0021915; GO:0031086; GO:0031440; GO:0032869; GO:0033077; GO:0035264; GO:0035925; GO:0038066; GO:0043488; GO:0043491; GO:0044344; GO:0045577; GO:0045600; GO:0045616; GO:0045647; GO:0045657; GO:0045661; GO:0046872; GO:0048382; GO:0051028; GO:0060710; GO:0060712; GO:0061158; GO:0070371; GO:0071320; GO:0071356; GO:0071364; GO:0071375; GO:0071385; GO:0071456; GO:0071472; GO:0071560; GO:0071889; GO:0072091; GO:0097403; GO:1900153; GO:1901991; GO:1902172; GO:1904582; GO:1990904	2232
2233	GO:0000182; GO:0000785; GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006334; GO:0007049; GO:0008156; GO:0009966; GO:0030308; GO:0042393; GO:0045786; GO:0045859	2233
2234	GO:0005929; GO:0007286; GO:0030317; GO:0030991; GO:0035721; GO:0061512	2234
2235	GO:0005879; GO:0005929; GO:0030992; GO:0036064; GO:0042073; GO:0097542; GO:0120170	2235
2236	GO:0005509; GO:0005516; GO:0005543; GO:0005886; GO:0007269; GO:0007528; GO:0016081; GO:0016082; GO:0016188; GO:0017075; GO:0019992; GO:0030154; GO:0030672; GO:0031594; GO:0035249; GO:0035556; GO:0042734; GO:0043005; GO:0043195; GO:0048786; GO:0051966; GO:0061789; GO:0098831; GO:0099011; GO:0099525; GO:1903861	2236
2237	GO:0005497; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006626; GO:0006700; GO:0006783; GO:0006820; GO:0006821; GO:0007568; GO:0008202; GO:0008347; GO:0008503; GO:0010042; GO:0010266; GO:0010940; GO:0014012; GO:0015485; GO:0016021; GO:0030325; GO:0031397; GO:0032374; GO:0032570; GO:0032720; GO:0033574; GO:0042127; GO:0042493; GO:0043065; GO:0043231; GO:0044325; GO:0045019; GO:0048266; GO:0050810; GO:0051901; GO:0051928; GO:0060242; GO:0060252; GO:0060253; GO:0070062; GO:0071222; GO:0071294; GO:0071476; GO:0072656; GO:0120020; GO:1903147; GO:1903579; GO:2000379	2237
2238	GO:0000139; GO:0002250; GO:0005764; GO:0005768; GO:0005783; GO:0005789; GO:0006886; GO:0016021; GO:0032009; GO:0034138; GO:0034154; GO:0034162; GO:0035325; GO:0045087; GO:0051607	2238
2239	GO:0000151; GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0006511; GO:0016567; GO:0031625; GO:0035519; GO:0044314; GO:0061631; GO:0070534; GO:0070936; GO:0070979; GO:0085020	2239
2240	GO:0003983; GO:0005536; GO:0005634; GO:0005737; GO:0005829; GO:0005977; GO:0005978; GO:0006011; GO:0007420; GO:0019255; GO:0032557; GO:0042802; GO:0046872; GO:0070062	2240
2241	GO:0005739; GO:0005743; GO:0005887; GO:0006839; GO:0008272; GO:0009060; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015297; GO:0015709; GO:0015729; GO:0035435; GO:0071422; GO:0071423	2241
2242	GO:0005783; GO:0005789; GO:0016021; GO:0016055; GO:0070972; GO:0090090; GO:1904153	2242
2243	GO:0001972; GO:0004857; GO:0005080; GO:0005783; GO:0005789; GO:0006631; GO:0007588; GO:0008144; GO:0008210; GO:0009804; GO:0015020; GO:0016021; GO:0017144; GO:0019899; GO:0042573; GO:0042803; GO:0045922; GO:0046982; GO:0051552; GO:0052695; GO:0052696; GO:0052697; GO:1904224; GO:2001030	2243
2244	GO:0000932; GO:0003723; GO:0005634; GO:0005737; GO:0010468; GO:0045296	2244
2245	GO:0005783; GO:0005789; GO:0006805; GO:0015020; GO:0016021; GO:0019899; GO:0042803; GO:0045922; GO:0046982; GO:0052695; GO:0052696; GO:0052697; GO:1904224; GO:2001030	2245
2246	GO:0004503; GO:0005507; GO:0005634; GO:0005737; GO:0005764; GO:0005798; GO:0005829; GO:0006583; GO:0006726; GO:0007601; GO:0008283; GO:0009411; GO:0009637; GO:0016021; GO:0033162; GO:0033280; GO:0042438; GO:0042470; GO:0042802; GO:0042803; GO:0043231; GO:0043473; GO:0048471; GO:0048538; GO:0051591	2246
2247	GO:0001618; GO:0001779; GO:0004713; GO:0004714; GO:0005524; GO:0005634; GO:0005635; GO:0005789; GO:0005887; GO:0006909; GO:0007155; GO:0007165; GO:0007169; GO:0007218; GO:0007283; GO:0007399; GO:0009986; GO:0014065; GO:0016477; GO:0021885; GO:0030168; GO:0032940; GO:0033674; GO:0034122; GO:0034446; GO:0042698; GO:0043235; GO:0043277; GO:0043491; GO:0043524; GO:0043548; GO:0045824; GO:0046777; GO:0050728; GO:0051250; GO:0060068; GO:0070050; GO:0070527; GO:1903902	2247
2248	GO:0005765; GO:0005769; GO:0006879; GO:0007034; GO:0007035; GO:0007420; GO:0008021; GO:0010008; GO:0016020; GO:0016241; GO:0016324; GO:0016471; GO:0030670; GO:0033179; GO:0033181; GO:0036295; GO:0043679; GO:0044877; GO:0046961; GO:0060271; GO:0070062; GO:1902600	2248
2249	GO:0001669; GO:0002142; GO:0005654; GO:0005829; GO:0005912; GO:0016021; GO:0017022; GO:0060171; GO:0098609	2249
2250	GO:0003713; GO:0005634; GO:0005737; GO:0006357; GO:0007519; GO:0008022; GO:0045944	2250
2251	GO:0005737; GO:0006693; GO:0036132; GO:0047522	2251
2252	GO:0001516; GO:0004667; GO:0005501; GO:0005504; GO:0005576; GO:0005615; GO:0005789; GO:0005791; GO:0005794; GO:0019371; GO:0031965; GO:0036094; GO:0043303; GO:0045187; GO:0048471; GO:0070062	2252
2253	GO:0007286; GO:0016020; GO:0016021	2253
2254	GO:0000502; GO:0005576; GO:0005654; GO:0005829; GO:0005838; GO:0022624; GO:0030234; GO:0034774; GO:0043161; GO:1904813	2254
2255	GO:0000502; GO:0005654; GO:0005737; GO:0005829; GO:0008537; GO:0010950; GO:0016020; GO:0042802; GO:0061133; GO:0061136; GO:0070062; GO:2000045	2255
2256	GO:0001664; GO:0005179; GO:0005184; GO:0005615; GO:0007218; GO:0007631; GO:0031841	2256
2257	GO:0005743; GO:0005750; GO:0006122; GO:0008121; GO:0009060	2257
2258	GO:0001525; GO:0001635; GO:0005615; GO:0005886; GO:0005887; GO:0006816; GO:0006886; GO:0007186; GO:0007189; GO:0008277; GO:0009986; GO:0015026; GO:0015031; GO:0031623; GO:0032092; GO:0032870; GO:0043235; GO:0060050; GO:0072659; GO:0097643; GO:0097647; GO:0150056; GO:1990406; GO:1990407; GO:1990408	2258
2259	GO:0000932; GO:0003713; GO:0003723; GO:0003729; GO:0005654; GO:0005829; GO:0006396; GO:0006979; GO:0008143; GO:0010494; GO:0010862; GO:0042803; GO:0060391	2259
2260	GO:0002250; GO:0002331; GO:0003677; GO:0004519; GO:0004842; GO:0005634; GO:0005654; GO:0006310; GO:0006955; GO:0008270; GO:0008542; GO:0010390; GO:0030183; GO:0033077; GO:0033151; GO:0042393; GO:0042803; GO:0043029; GO:0043154; GO:0043565; GO:0045582; GO:0046872; GO:0048538; GO:0051865; GO:0061630; GO:0070244; GO:0097519; GO:1905347; GO:2000822	2260
2261	GO:0000150; GO:0000228; GO:0000722; GO:0000724; GO:0000730; GO:0000781; GO:0000785; GO:0000793; GO:0000794; GO:0000800; GO:0001932; GO:0003682; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005759; GO:0005815; GO:0006268; GO:0006281; GO:0006310; GO:0006312; GO:0006974; GO:0007131; GO:0008022; GO:0008094; GO:0009636; GO:0010165; GO:0010569; GO:0010833; GO:0016605; GO:0017116; GO:0019899; GO:0031297; GO:0032991; GO:0035861; GO:0036297; GO:0042148; GO:0042493; GO:0042802; GO:0048471; GO:0051106; GO:0051321; GO:0070182; GO:0070192; GO:0071479; GO:0071480; GO:0072711; GO:0072719; GO:0072757; GO:1904631; GO:1990414; GO:1990426	2261
2262	GO:0000151; GO:0005634; GO:0005737; GO:0005829; GO:0007010; GO:0007166	2262
2263	GO:0001669; GO:0005085	2263
2264	GO:0003924; GO:0005525; GO:0005737; GO:0005768; GO:0005794; GO:0005886; GO:0005929; GO:0006904; GO:0008021; GO:0009306; GO:0010008; GO:0017157; GO:0032482; GO:0032593; GO:0032869; GO:0048471; GO:0055037; GO:0070062; GO:0072659; GO:1903307	2264
2265	GO:0000077; GO:0000725; GO:0005634; GO:0005654; GO:0005694; GO:0007049; GO:0034644; GO:0070318; GO:0071479	2265
2266	GO:0001765; GO:0002457; GO:0003725; GO:0005737; GO:0005768; GO:0005769; GO:0005886; GO:0032596; GO:0032740; GO:0032991; GO:0033227; GO:0034138; GO:0040010; GO:0043330; GO:0045121; GO:0050852; GO:0050853; GO:0070062; GO:1903044	2266
2267	GO:0001914; GO:0002819; GO:0003713; GO:0004672; GO:0004674; GO:0004704; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006464; GO:0007165; GO:0007249; GO:0010922; GO:0032147; GO:0032649; GO:0032991; GO:0033077; GO:0042802; GO:0042981; GO:0043029; GO:0044877; GO:0046006; GO:0046777; GO:0048535; GO:0048536; GO:0048538; GO:0051092; GO:0051351; GO:0051353; GO:0051607; GO:0060545; GO:0070235; GO:0070266; GO:0070301; GO:0097190; GO:0097300; GO:0097527; GO:0097528; GO:0106310; GO:0106311; GO:1990000; GO:2000379; GO:2000452; GO:2001244	2267
2268	GO:0005737; GO:0005794; GO:0007266; GO:0009267; GO:0009611; GO:0012506; GO:0016020; GO:0030335; GO:0031252; GO:0034067; GO:0035024; GO:0051683; GO:0070062; GO:0071889; GO:0090316; GO:1990869; GO:2001107	2268
2269	GO:0003723; GO:0005730; GO:0005829; GO:0005886; GO:0006364; GO:0016021; GO:0031965; GO:0043231	2269
2270	GO:0000226; GO:0000281; GO:0003677; GO:0003723; GO:0006397; GO:0008380; GO:0016607; GO:0043066; GO:0043484; GO:0048024; GO:0051726	2270
2271	GO:0002181; GO:0003723; GO:0003735; GO:0005654; GO:0005730; GO:0005829; GO:0005840; GO:0005925; GO:0006412; GO:0016020; GO:0022626; GO:0022627	2271
2272	GO:0000172; GO:0001682; GO:0003723; GO:0004526; GO:0005654; GO:0005730; GO:0006364; GO:0030681; GO:0033204; GO:0034451	2272
