	ID_GeneontologyIDs_	Gene ontology IDs
14596	GO:0000139; GO:0001933; GO:0005769; GO:0005829; GO:0005886; GO:0007165; GO:0007417; GO:0008022; GO:0008289; GO:0010629; GO:0019901; GO:0030669; GO:0030672; GO:0031175; GO:0042802; GO:0043025; GO:0048471; GO:0048488; GO:0060988; GO:0097441; GO:0097484; GO:0097749; GO:0097753; GO:0098685; GO:0098686; GO:0098978; GO:0099050; GO:1903527; GO:1905604; GO:1990416; GO:2000369	14596
14597	GO:0000281; GO:0005829; GO:0006886; GO:0006897; GO:0007032; GO:0016020; GO:0016197; GO:0017038; GO:0019898; GO:0030659; GO:0031410; GO:0035091; GO:0036089; GO:0042802; GO:0044351; GO:0045806; GO:0051044; GO:0097320; GO:2000009; GO:2000010	14597
14598	GO:0002250; GO:0005886; GO:0005887; GO:0007165; GO:0019900; GO:0042169; GO:0043029; GO:0050863; GO:0070062	14598
14599	GO:0005942; GO:0007175; GO:0016567; GO:0032436; GO:0035556; GO:0040008; GO:0046854; GO:0046935	14599
14600	GO:0005737; GO:0005819; GO:0008543; GO:0030496; GO:2000177	14600
14601	GO:0000124; GO:0003712; GO:0006357	14601
14602	GO:0004866; GO:0005615; GO:0051930; GO:0070062	14602
14603	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001223; GO:0001228; GO:0001657; GO:0001658; GO:0001759; GO:0001822; GO:0003151; GO:0003677; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005730; GO:0005737; GO:0006355; GO:0006357; GO:0006915; GO:0007389; GO:0007519; GO:0007605; GO:0008582; GO:0014842; GO:0014857; GO:0021610; GO:0030855; GO:0030878; GO:0030910; GO:0032880; GO:0034504; GO:0035909; GO:0042472; GO:0042474; GO:0043524; GO:0043565; GO:0045664; GO:0045893; GO:0045944; GO:0048538; GO:0048665; GO:0048699; GO:0048701; GO:0048704; GO:0048741; GO:0048839; GO:0050678; GO:0051451; GO:0060037; GO:0061055; GO:0061197; GO:0061551; GO:0071599; GO:0072075; GO:0072095; GO:0072107; GO:0072172; GO:0072193; GO:0072513; GO:0090103; GO:0090190; GO:0090336; GO:1905243; GO:1990837; GO:2000729; GO:2001014	14603
14604	GO:0005886; GO:0006605; GO:0016021; GO:0030285; GO:0030672; GO:0031594; GO:0035577; GO:0042470; GO:0045055; GO:0048169; GO:0048172; GO:0048499; GO:1990830	14604
14605	GO:0002950; GO:0005794; GO:0005886; GO:0005887; GO:0006686; GO:0016301; GO:0030148; GO:0030173; GO:0030176; GO:0030500; GO:0033188; GO:0046513; GO:0047493; GO:1905373	14605
14606	GO:0005634; GO:0016925; GO:0031386; GO:0034599; GO:0043122; GO:0043388; GO:0043392; GO:0044389; GO:0045892; GO:0106068; GO:1900180	14606
14607	GO:0001939; GO:0001940; GO:0003682; GO:0005634; GO:0005737; GO:0006325; GO:0042393; GO:0042585; GO:0044727; GO:0090116; GO:1901537	14607
14608	GO:0004777; GO:0005739; GO:0005759; GO:0006105; GO:0006536; GO:0007417; GO:0009450; GO:0009791; GO:0042135; GO:0042802	14608
14609	GO:0005516; GO:0005737; GO:0016020; GO:0030425; GO:0043197; GO:0044877; GO:0051721; GO:0070016; GO:0090443	14609
14610	GO:0000139; GO:0005789; GO:0005793; GO:0005829; GO:0005886; GO:0007030; GO:0010638; GO:0016021; GO:0030133; GO:0033116; GO:0035577	14610
14611	GO:0000785; GO:0000978; GO:0000981; GO:0001932; GO:0005654; GO:0005829; GO:0005886; GO:0006357; GO:0006952; GO:0007259; GO:0019221; GO:0042127; GO:0042802; GO:0043434; GO:0044389; GO:0051607; GO:0060337; GO:0060339; GO:0090140	14611
14612	GO:0001825; GO:0003677; GO:0003723; GO:0005654; GO:0006368; GO:0006397; GO:0008023; GO:0008380; GO:0010793; GO:0031491; GO:0032968; GO:0034728; GO:0035327; GO:0042393; GO:0042789; GO:0045191; GO:0050684; GO:0051028; GO:0051147; GO:0061086; GO:0070827	14612
14613	GO:0000122; GO:0003714; GO:0005634; GO:0005667; GO:0005737; GO:0005938; GO:0007015; GO:0032991; GO:0040019; GO:0051293; GO:0051302; GO:0051643; GO:0051646; GO:0060136; GO:0090090; GO:0106333; GO:0140297	14613
14614	GO:0002250; GO:0004888; GO:0005887; GO:0006955; GO:0009897; GO:0042101	14614
14615	GO:0001782; GO:0002920; GO:0003376; GO:0005886; GO:0006869; GO:0010008; GO:0016021; GO:0022857; GO:0030148; GO:0043029; GO:0046624; GO:0048073; GO:0048535; GO:0060348; GO:0072676	14615
14616	GO:0000245; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0007519; GO:0030154; GO:0035556; GO:0050684; GO:0060537; GO:0106310; GO:0106311	14616
14617	GO:0003676; GO:0005576; GO:0005634; GO:0005730; GO:0005829; GO:0005886; GO:0006606; GO:0031225; GO:0031982	14617
14618	GO:0000785; GO:0003690; GO:0003697; GO:0004222; GO:0005634; GO:0005654; GO:0006508; GO:0006974; GO:0009411; GO:0016540; GO:0016607; GO:0019985; GO:0031398; GO:0031593; GO:0043130; GO:0046872; GO:0070530; GO:0106300	14618
14619	GO:0003677; GO:0003700; GO:0005634; GO:0005737	14619
14620	GO:0005694; GO:0007130; GO:0007131	14620
14621	GO:0001818; GO:0005576; GO:0005615; GO:0005794; GO:0006915; GO:0016485; GO:0030141; GO:0030502; GO:0031093; GO:0031214; GO:0033363; GO:0033364; GO:0033371; GO:0033373; GO:0033382; GO:0042629; GO:0050804; GO:0098685; GO:0098978; GO:0099091; GO:0099175; GO:0140507	14621
14622	GO:0005829; GO:0007275; GO:0016020; GO:0040037; GO:0043407; GO:0043409; GO:0046580; GO:0048513; GO:0061564; GO:0070373; GO:0150013	14622
14623	GO:0003779; GO:0004721; GO:0004725; GO:0005634; GO:0005737; GO:0005856; GO:0008138; GO:0030036; GO:0030837; GO:0106306; GO:0106307	14623
14624	GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0016579; GO:0046872	14624
14625	GO:0002161; GO:0004823; GO:0005524; GO:0005739; GO:0005759; GO:0006418; GO:0006429; GO:0032543	14625
14626	GO:0000978; GO:0001933; GO:0003690; GO:0003723; GO:0003730; GO:0005634; GO:0005654; GO:0005726; GO:0006397; GO:0008380; GO:0010468; GO:0010494; GO:0010629; GO:0016607; GO:0031647; GO:0032024; GO:0034976; GO:0035061; GO:0042307; GO:0042752; GO:0042802; GO:0042981; GO:0043922; GO:0048511; GO:0051726; GO:0061158; GO:0070935; GO:0071765; GO:0097157	14626
14627	GO:0004859; GO:0005509; GO:0005737; GO:0005829; GO:0007268; GO:0016234; GO:0042417; GO:0043025; GO:0043524; GO:0043679; GO:0046914; GO:0048488; GO:0050808; GO:1901214; GO:1903136	14627
14628	GO:0000122; GO:0000785; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0007601; GO:0050896; GO:1990837	14628
14629	GO:0001826; GO:0003677; GO:0005506; GO:0005634; GO:0006211; GO:0006325; GO:0006493; GO:0008270; GO:0008284; GO:0008327; GO:0019827; GO:0031062; GO:0045944; GO:0070579; GO:0070989; GO:0080111; GO:0090310	14629
14630	GO:0000978; GO:0000981; GO:0001222; GO:0005634; GO:0005654; GO:0006357; GO:0010571; GO:0030496; GO:0044877; GO:0046872; GO:0050821; GO:0070062; GO:1990226	14630
14631	GO:0001939; GO:0001940; GO:0005634; GO:0005694; GO:0005737; GO:0006211; GO:0006493; GO:0008270; GO:0008327; GO:0044727; GO:0045944; GO:0070579; GO:0070989; GO:0080111; GO:0080182	14631
14632	GO:0001525; GO:0001570; GO:0001701; GO:0001936; GO:0003180; GO:0004714; GO:0005524; GO:0005887; GO:0007165; GO:0007169; GO:0007498; GO:0016525; GO:0030336; GO:0032526; GO:0033674; GO:0043235; GO:0045026; GO:0045766; GO:0048771; GO:0060836; GO:0060854; GO:1901201	14632
14633	GO:0005634; GO:0005741; GO:0006400; GO:0008479; GO:0032991; GO:0042803; GO:0046872; GO:0046982; GO:0101030	14633
14634	GO:0002753; GO:0005737; GO:0005829; GO:0007249; GO:0043123; GO:0045087; GO:0051260	14634
14635	GO:0003723; GO:0009617; GO:0048255; GO:1990817	14635
14636	GO:0005102; GO:0005886; GO:0009986; GO:0016021; GO:0032695; GO:0032733; GO:0042802; GO:0050868	14636
14637	GO:0000098; GO:0004792; GO:0005615; GO:0005739; GO:0005759; GO:0008097; GO:0009440; GO:0019346; GO:0030855; GO:0035928; GO:0051029	14637
14638	GO:0000226; GO:0005737; GO:0005856; GO:0007021; GO:0007023; GO:0043014	14638
14639	GO:0000151; GO:0002637; GO:0002726; GO:0002947; GO:0004842; GO:0005164; GO:0005174; GO:0005654; GO:0005829; GO:0005938; GO:0007165; GO:0007250; GO:0008270; GO:0009898; GO:0012506; GO:0019899; GO:0019901; GO:0019903; GO:0023019; GO:0030163; GO:0030674; GO:0031435; GO:0031625; GO:0031996; GO:0032743; GO:0033209; GO:0034351; GO:0034622; GO:0034976; GO:0035631; GO:0042802; GO:0042981; GO:0043120; GO:0043122; GO:0043123; GO:0043254; GO:0043507; GO:0044877; GO:0045121; GO:0046330; GO:0046625; GO:0048255; GO:0051091; GO:0051092; GO:0051865; GO:0065003; GO:0070059; GO:0070534; GO:0071732; GO:0097057; GO:0097300; GO:0097400; GO:1901215; GO:1903265; GO:1903721; GO:1990604; GO:2001238	14639
14640	GO:0005777; GO:0005778; GO:0005811; GO:0007031; GO:0009409; GO:0016021; GO:0031966; GO:0032094; GO:0090140	14640
14641	GO:0005789; GO:0006839; GO:0006915; GO:0016021; GO:0031966; GO:0043066; GO:1901029	14641
14642	GO:0005737; GO:0008270; GO:0010468; GO:0016567; GO:0019901; GO:0045087; GO:0061630	14642
14643	GO:0004807; GO:0005615; GO:0005634; GO:0005829; GO:0006094; GO:0006096; GO:0008929; GO:0019242; GO:0019563; GO:0031625; GO:0042803; GO:0046166; GO:0070062	14643
14644	GO:0005509; GO:0005576; GO:0016021	14644
14645	GO:0005524; GO:0005829; GO:0018094; GO:0070735	14645
14646	GO:0005229; GO:0005254; GO:0005886; GO:0006821; GO:0034220; GO:0034707; GO:0070062; GO:0072320	14646
14647	GO:0004843; GO:0005789; GO:0005829; GO:0016021; GO:0016579; GO:0030433; GO:0031625; GO:0031647; GO:0034976; GO:0046872; GO:0048642; GO:0050821; GO:0051879; GO:0090068; GO:1900037; GO:1901799; GO:1904292; GO:1990380	14647
14648	GO:0000045; GO:0000422; GO:0004674; GO:0005524; GO:0005737; GO:0006914; GO:0007165; GO:0018105; GO:0030659; GO:0034045; GO:0034727; GO:0042594; GO:0044805; GO:0046777; GO:0048671; GO:0048675; GO:0061709; GO:0075044; GO:0106310; GO:0106311	14648
14649	GO:0004588; GO:0004590; GO:0005634; GO:0005737; GO:0005829; GO:0006207; GO:0006222; GO:0007565; GO:0007595; GO:0009116; GO:0019856; GO:0035690; GO:0042802; GO:0044205	14649
14650	GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0007283; GO:0016579; GO:0030154; GO:0042981	14650
14651	GO:0005737; GO:0019905	14651
14652	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005654; GO:0005829; GO:0006464; GO:0006511; GO:0031625; GO:0032020; GO:0042296; GO:0043130; GO:0061631	14652
14653	GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0019888; GO:0019903; GO:0043666	14653
14654	GO:0032991; GO:0043248; GO:0044877	14654
14655	GO:0001501; GO:0005179; GO:0005576; GO:0005615; GO:0006874; GO:0007186; GO:0007189; GO:0007202; GO:0007266; GO:0007267; GO:0008628; GO:0009967; GO:0010288; GO:0010468; GO:0010629; GO:0010960; GO:0030501; GO:0031856; GO:0031857; GO:0032331; GO:0033280; GO:0034645; GO:0042493; GO:0045453; GO:0045471; GO:0045725; GO:0045944; GO:0046058; GO:0046326; GO:0046686; GO:0047485; GO:0048018; GO:0048873; GO:0051428; GO:0055062; GO:0060732; GO:0071107; GO:0071774; GO:0071864; GO:0071866; GO:0090290; GO:1900158	14655
14656	GO:0004704; GO:0004722; GO:0005654; GO:0005815; GO:0005829; GO:0005886; GO:0010569; GO:0030289; GO:0046872; GO:0106306; GO:0106307	14656
14657	GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0005911; GO:0005912; GO:0006470; GO:0007155; GO:0007165; GO:0007179; GO:0008013; GO:0008285; GO:0009986; GO:0010839; GO:0016021; GO:0016477; GO:0019901; GO:0030054; GO:0030217; GO:0030336; GO:0031175; GO:0031256; GO:0034394; GO:0034614; GO:0034644; GO:0043231; GO:0045295; GO:0045786; GO:0045892; GO:0048041	14657
14658	GO:0005085; GO:0005543; GO:0016021; GO:0030425; GO:0032012; GO:0032154; GO:0032587; GO:0043025; GO:0098794; GO:0098978	14658
14659	GO:0004842; GO:0005737; GO:0007528; GO:0008270; GO:0016567; GO:0031594; GO:0061630	14659
14660	GO:0000287; GO:0002376; GO:0003924; GO:0004019; GO:0005525; GO:0005737; GO:0005829; GO:0006167; GO:0006531; GO:0006541; GO:0014850; GO:0035690; GO:0042301; GO:0042594; GO:0042802; GO:0044208; GO:0046040; GO:0051015; GO:0071257	14660
14661	GO:0009792	14661
14662	GO:0000447; GO:0000479; GO:0000480; GO:0004521; GO:0005654; GO:0005730	14662
14663	GO:0005096; GO:0005543; GO:0005829; GO:0005886; GO:0035556; GO:0043087; GO:0046580; GO:0046872; GO:0071277	14663
14664	GO:0003676; GO:0005634; GO:0005737; GO:0008597; GO:0019722	14664
14665	GO:0005576; GO:0005615; GO:0005737; GO:0006953; GO:0007157; GO:0008284; GO:0010838; GO:0030246; GO:0038023; GO:0042802; GO:0042834; GO:0043434; GO:0044278; GO:0045617; GO:0061844; GO:0070492; GO:0090303	14665
14666	GO:0000122; GO:0000785; GO:0003712; GO:0003714; GO:0005634; GO:0005654; GO:0005813; GO:0005829; GO:0006325; GO:0006915; GO:0007399; GO:0042393; GO:0043231; GO:0045892; GO:0045944; GO:0046872; GO:0062072; GO:0070577; GO:0071565; GO:0097190; GO:1905454	14666
14667	GO:0000122; GO:0000381; GO:0000976; GO:0000978; GO:0000979; GO:0001227; GO:0001666; GO:0002244; GO:0002931; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006355; GO:0008285; GO:0010468; GO:0010628; GO:0010629; GO:0017053; GO:0032348; GO:0035019; GO:0035690; GO:0042802; GO:0043065; GO:0043280; GO:0043922; GO:0045665; GO:0045666; GO:0045667; GO:0045892; GO:0045893; GO:0045944; GO:0045955; GO:0046676; GO:0046872; GO:0050768; GO:0050885; GO:0050910; GO:0060088; GO:0060379; GO:0061629; GO:0070933; GO:0071257; GO:0071385; GO:0097150; GO:0099563; GO:1902459; GO:1902894; GO:1903203; GO:1903204; GO:1903223; GO:2000065; GO:2000678; GO:2000706; GO:2000740; GO:2000798	14667
14668	GO:0005783; GO:0005794; GO:0031410	14668
14669	GO:0005634; GO:0042393; GO:0045869; GO:0090309	14669
14670	GO:0000785; GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0010628; GO:0042802; GO:1990837	14670
14671	GO:0005096; GO:0005737; GO:0005829; GO:0007165; GO:0030833; GO:0051056	14671
14672	GO:0003676; GO:0004519; GO:0004540; GO:0005576; GO:0005615; GO:0005764; GO:0006401; GO:0006952; GO:0019731; GO:0031410; GO:0045087; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0090501	14672
14673	GO:0003677; GO:0005524; GO:0005634; GO:0005654; GO:0005663; GO:0006261; GO:0006281; GO:0019899; GO:0031390; GO:0032508; GO:1900264	14673
14674	GO:0004672; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007049; GO:0030071; GO:0030490; GO:0030688; GO:0042274; GO:0046777; GO:0046872; GO:0106310; GO:0106311; GO:2000208; GO:2000234	14674
14675	GO:0005506; GO:0005634; GO:0005654; GO:0005730; GO:0016706; GO:0032453; GO:0034720; GO:0045668; GO:0045892; GO:0051864; GO:0070544	14675
14676	GO:0004674; GO:0005524; GO:0005654; GO:0005829; GO:0016787; GO:0030490; GO:0030688; GO:0034708; GO:0042274; GO:0046872; GO:0106310; GO:0106311; GO:2000234	14676
14677	GO:0002181; GO:0003723; GO:0003735; GO:0005730; GO:0005829; GO:0005925; GO:0006412; GO:0016020; GO:0022625; GO:0022626; GO:0042788; GO:0045202; GO:0070180; GO:0097421; GO:1990932	14677
14678	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005829; GO:0005840; GO:0005925; GO:0006412; GO:0016020; GO:0019843; GO:0022625; GO:0022626	14678
14679	GO:0005096; GO:0005737; GO:0005886; GO:0014069; GO:0015629; GO:0031532; GO:0043087; GO:0043197; GO:0046875; GO:0048013; GO:0048167; GO:0048814; GO:0050770; GO:0051056; GO:0061001; GO:0090630	14679
14680	GO:0000706; GO:0000712; GO:0000724; GO:0000781; GO:0003677; GO:0005654; GO:0005829; GO:0006260; GO:0006281; GO:0006289; GO:0008047; GO:0010792; GO:0019899; GO:0030054; GO:0033557; GO:0036297; GO:0046872; GO:0061820; GO:0072429; GO:0090656; GO:1904357; GO:1904431	14680
14681	GO:0000389; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005684; GO:0005686; GO:0006397; GO:0016607; GO:0071004; GO:0071005; GO:0071013; GO:1903241	14681
14682	GO:0001654; GO:0001725; GO:0002244; GO:0003382; GO:0005096; GO:0005615; GO:0005654; GO:0005737; GO:0005794; GO:0005886; GO:0007010; GO:0016324; GO:0045177; GO:0051056; GO:0061689; GO:0090162; GO:0090630	14682
14683	GO:0000245; GO:0000389; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005686; GO:0006397; GO:0008270; GO:0010976; GO:0016607; GO:0071004; GO:0071005; GO:0071013; GO:1903241	14683
14684	GO:0000139; GO:0003836; GO:0006464; GO:0006486; GO:0006664; GO:0008373; GO:0009311; GO:0009312; GO:0016021; GO:0018146; GO:0052798; GO:0070062; GO:0071354	14684
14685	GO:0000375; GO:0000389; GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005686; GO:0006397; GO:0008270; GO:0016607; GO:0071005; GO:0071013; GO:1903241	14685
14686	GO:0000786; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006281; GO:0006974; GO:0031334; GO:0031625; GO:0034184; GO:0035861; GO:0042405; GO:0044877; GO:1990166; GO:2000781	14686
14687	GO:0000245; GO:0000375; GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0005686; GO:0005689; GO:0008380; GO:0016607; GO:0034693; GO:0071004; GO:0071005; GO:0071013; GO:1990935	14687
14688	GO:0000993; GO:0005654; GO:0016591; GO:0031124; GO:0042802; GO:0070940	14688
14689	GO:0000993; GO:0005634; GO:0005654; GO:0008284; GO:0010564; GO:0016591; GO:0031124; GO:0042802; GO:0045944; GO:0070940	14689
14690	GO:0000139; GO:0002319; GO:0003836; GO:0006054; GO:0006464; GO:0006468; GO:0006487; GO:0008373; GO:0010706; GO:0016020; GO:0016021; GO:0016266; GO:0018146; GO:0019082; GO:0032588; GO:0047288; GO:0070062; GO:0097503; GO:1905403; GO:1990675; GO:1990676; GO:1990743	14690
14691	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0007283; GO:0009994; GO:0030154; GO:0042803; GO:0046982	14691
14692	GO:0000028; GO:0000056; GO:0001649; GO:0002181; GO:0003677; GO:0003723; GO:0003735; GO:0005634; GO:0005654; GO:0005829; GO:0005925; GO:0006364; GO:0006412; GO:0016020; GO:0022626; GO:0022627; GO:0042274; GO:0045202; GO:0097371; GO:0097421; GO:1901798; GO:1990948	14692
14693	GO:0005198; GO:0005789; GO:0006886; GO:0007029; GO:0030120; GO:0030127; GO:0070971; GO:0090110	14693
14694	GO:0003016; GO:0005509; GO:0005789; GO:0007005; GO:0014816; GO:0014834; GO:0014858; GO:0014873; GO:0016491; GO:0033555; GO:0034599; GO:0048286; GO:0048741; GO:0055074; GO:0060314; GO:0071313; GO:1902884	14694
14695	GO:0001701; GO:0005307; GO:0005886; GO:0006836; GO:0007271; GO:0007274; GO:0008292; GO:0015220; GO:0015871; GO:0016021; GO:0030424; GO:0030425; GO:0031594; GO:0033265; GO:0043204; GO:0045202; GO:0055085	14695
14696	GO:0005615; GO:0005794; GO:0007399; GO:0044306	14696
14697	GO:0005886; GO:0005887; GO:0006814; GO:0008523; GO:0009925; GO:0012506; GO:0015225; GO:0015233; GO:0015293; GO:0015878; GO:0015887; GO:0016020; GO:0016323; GO:0016324; GO:0031526; GO:0090482; GO:0150104; GO:1904200; GO:1905135	14697
14698	GO:0005381; GO:0005384; GO:0005385; GO:0005765; GO:0005886; GO:0005887; GO:0006351; GO:0006355; GO:0006487; GO:0006525; GO:0006824; GO:0006829; GO:0006876; GO:0006882; GO:0015086; GO:0015087; GO:0015106; GO:0015296; GO:0015701; GO:0016323; GO:0016324; GO:0030026; GO:0030198; GO:0031090; GO:0042391; GO:0061757; GO:0070574; GO:0071421; GO:0071577; GO:0071578; GO:0097079; GO:0097080; GO:0098711; GO:0140412; GO:1990079; GO:1990540	14698
14699	GO:0005385; GO:0005634; GO:0005737; GO:0005794; GO:0005886; GO:0016020; GO:0016021; GO:0071577	14699
14700	GO:0001887; GO:0005576; GO:0006979; GO:0007420; GO:0007626; GO:0008430; GO:0009791; GO:0019953; GO:0031089; GO:0040008; GO:0070062	14700
14701	GO:0000127; GO:0005654; GO:0006383; GO:0042791; GO:0042797	14701
14702	GO:0000122; GO:0001222; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0006355; GO:0016607; GO:0031493; GO:0031965; GO:0035064; GO:0035067; GO:0042802; GO:0042826; GO:0043231; GO:0045892; GO:0046872; GO:0047485; GO:0070577; GO:0070742; GO:0106153; GO:0140296	14702
14703	GO:0004867; GO:0005615; GO:0005654; GO:0005829; GO:0005886; GO:0010951; GO:0030667; GO:0101003	14703
14704	GO:0003723; GO:0005524; GO:0005737; GO:0005829; GO:0005832; GO:0005874; GO:0006457; GO:0032212; GO:0044183; GO:0050821; GO:0051082; GO:0070062; GO:0071987; GO:1904851; GO:1904871; GO:1904874	14704
14705	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001217; GO:0001227; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0006357; GO:0009653; GO:0021529; GO:0042492; GO:0042802; GO:0043565; GO:0045165; GO:0045588; GO:0045892; GO:0090090; GO:0090336	14705
14706	GO:0000995; GO:0001006; GO:0003677; GO:0003681; GO:0005634; GO:0005654; GO:0005730; GO:0006366; GO:0006383; GO:0009301; GO:0016604; GO:0019185; GO:0042795; GO:0042796	14706
14707	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0001501; GO:0001822; GO:0001841; GO:0002089; GO:0003151; GO:0003211; GO:0003357; GO:0003700; GO:0005634; GO:0005654; GO:0005886; GO:0006355; GO:0008284; GO:0009653; GO:0010628; GO:0010629; GO:0014003; GO:0014009; GO:0014032; GO:0017015; GO:0021510; GO:0021782; GO:0030154; GO:0030182; GO:0030513; GO:0035332; GO:0035914; GO:0045666; GO:0045669; GO:0045778; GO:0045893; GO:0045944; GO:0046887; GO:0048485; GO:0048557; GO:0048704; GO:0050672; GO:0050769; GO:0060022; GO:0060023; GO:0060174; GO:0060253; GO:0060412; GO:0060425; GO:0060548; GO:0060563; GO:0061029; GO:0061053; GO:0061303; GO:0061386; GO:2000648; GO:2000678; GO:2001111	14707
14708	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002089; GO:0003677; GO:0003700; GO:0005634; GO:0006325; GO:0006355; GO:0009653; GO:0021521; GO:0021884; GO:0030154; GO:0045944; GO:0048713; GO:1904936; GO:1990830	14708
14709	GO:0005319; GO:0005886; GO:0005887; GO:0006869; GO:0015132; GO:0015347; GO:0015732; GO:0016020; GO:0043252	14709
14710	GO:0003779; GO:0005198; GO:0005654; GO:0005737; GO:0005856; GO:0005886; GO:0007417; GO:0016010; GO:0016013; GO:0030165; GO:0042383; GO:0097109	14710
14711	GO:0014069	14711
14712	GO:0001666; GO:0004784; GO:0005507; GO:0005576; GO:0005615; GO:0005634; GO:0005796; GO:0008201; GO:0019430; GO:0046688; GO:0062023; GO:0070062; GO:0097746	14712
14713	GO:0000122; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0001525; GO:0001570; GO:0001701; GO:0001942; GO:0001944; GO:0001946; GO:0001947; GO:0003151; GO:0005634; GO:0005667; GO:0006355; GO:0009653; GO:0022405; GO:0030154; GO:0035050; GO:0043534; GO:0045892; GO:0045893; GO:0045944; GO:0048469; GO:0048866; GO:0060214; GO:0060836; GO:0060956; GO:0061028; GO:0072091; GO:1990837	14713
14714	GO:0005886; GO:0005887; GO:0015347; GO:0015349; GO:0043252	14714
14715	GO:0005634; GO:0016607	14715
14716	GO:0005509; GO:0005929; GO:0046914; GO:0048306	14716
14717	GO:0005654; GO:0017124; GO:0031965	14717
14718	GO:0000122; GO:0001570; GO:0001649; GO:0001701; GO:0001708; GO:0001755; GO:0001947; GO:0002052; GO:0002053; GO:0003140; GO:0003323; GO:0004930; GO:0005113; GO:0005886; GO:0005929; GO:0007224; GO:0007228; GO:0007371; GO:0007417; GO:0007494; GO:0009952; GO:0010628; GO:0010629; GO:0016021; GO:0021542; GO:0021696; GO:0021794; GO:0021904; GO:0021910; GO:0021938; GO:0021953; GO:0021987; GO:0030335; GO:0030425; GO:0030666; GO:0030857; GO:0031069; GO:0034504; GO:0035264; GO:0040018; GO:0042307; GO:0042475; GO:0043066; GO:0043231; GO:0043392; GO:0045880; GO:0045944; GO:0046622; GO:0048143; GO:0048741; GO:0048745; GO:0048853; GO:0048873; GO:0050679; GO:0050821; GO:0051451; GO:0051799; GO:0060170; GO:0060242; GO:0060413; GO:0060644; GO:0060684; GO:0061053; GO:0061113; GO:0070062; GO:0070986; GO:0071397; GO:0071679; GO:0072285; GO:0090190; GO:0097542; GO:0097731; GO:2000036; GO:2000826	14718
14719	GO:0000785; GO:0000978; GO:0000981; GO:0005654; GO:0005829; GO:0006357; GO:0042802; GO:0043565; GO:0046872	14719
14720	GO:0000722; GO:0000724; GO:0000775; GO:0000781; GO:0000803; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006974; GO:0007062; GO:0016605; GO:0016607; GO:0018393; GO:0019827; GO:0030054; GO:0030261; GO:0030915; GO:0034184; GO:0035061; GO:0035861; GO:0044772; GO:0051301; GO:0051984; GO:0071459; GO:0090398	14720
14721	GO:0000785; GO:0000978; GO:0000981; GO:0001708; GO:0005634; GO:0006357; GO:0009653	14721
14722	GO:0001784; GO:0005829; GO:0005886; GO:0007169; GO:0007173; GO:0007417; GO:0019901; GO:0030971; GO:0035556	14722
14723	GO:0003714; GO:0005634; GO:0005667; GO:0090090; GO:0140297	14723
14724	GO:0005739; GO:0005783; GO:0008654; GO:0016021; GO:0030198; GO:0031012; GO:0032367; GO:0036148; GO:0044233	14724
14725	GO:0005789; GO:0007029; GO:0016021; GO:0017059; GO:0030148; GO:0046513; GO:1904220	14725
14726	GO:0005765; GO:0005770; GO:0005886; GO:0006509; GO:0010803; GO:0016020; GO:0030660; GO:0031293; GO:0031902; GO:0033619; GO:0042500; GO:0042803; GO:0043231; GO:0050776; GO:0070062; GO:0071458; GO:0071556	14726
